Year,Province,NAICS,Gender,Age group,Hourly Wage,525
2023,Saskatchewan,"Finance, insurance, real estate, rental and leasing  ",Women ,15 to 24 years,21.63,
2023,Saskatchewan,"Forestry, fishing, mining, quarrying, oil and gas  ",Men ,15 to 24 years,28.78,
2023,Saskatchewan,"Forestry, fishing, mining, quarrying, oil and gas  ",Women ,15 to 24 years,,
2023,Saskatchewan,Health care and social assistance  ,Men ,15 to 24 years,19.16,
2023,Saskatchewan,Health care and social assistance  ,Women ,15 to 24 years,23.1,
2023,Saskatchewan,"Information, culture and recreation  ",Men ,15 to 24 years,16.8,
2023,Saskatchewan,"Information, culture and recreation  ",Women ,15 to 24 years,16.87,
2023,Saskatchewan,Manufacturing  ,Men ,15 to 24 years,23.5,
2023,Saskatchewan,Manufacturing  ,Women ,15 to 24 years,23.41,
2023,Saskatchewan,Other services (except public administration)  ,Men ,15 to 24 years,21.17,
2023,Saskatchewan,Other services (except public administration)  ,Women ,15 to 24 years,19.41,
2023,Saskatchewan,"Professional, scientific and technical services  ",Men ,15 to 24 years,24.92,
2023,Saskatchewan,"Professional, scientific and technical services  ",Women ,15 to 24 years,24.57,
2023,Saskatchewan,Public administration  ,Men ,15 to 24 years,22.58,
2023,Saskatchewan,Public administration  ,Women ,15 to 24 years,22.94,
2023,Saskatchewan,Transportation and warehousing  ,Men ,15 to 24 years,21.89,
2023,Saskatchewan,Transportation and warehousing  ,Women ,15 to 24 years,,
2023,Saskatchewan,Utilities  ,Men ,15 to 24 years,,
2023,Saskatchewan,Utilities  ,Women ,15 to 24 years,,
2023,Saskatchewan,Wholesale and retail trade  ,Men ,15 to 24 years,16.12,
2023,Saskatchewan,Wholesale and retail trade  ,Women ,15 to 24 years,14.68,
2023,Saskatchewan,Accommodation and food services  ,Men ,25 to 54 years,17.99,
2023,Saskatchewan,Accommodation and food services  ,Women ,25 to 54 years,16.67,
2023,Saskatchewan,Agriculture  ,Men ,25 to 54 years,28.65,
2023,Saskatchewan,Agriculture  ,Women ,25 to 54 years,27.25,
2023,Saskatchewan,"Business, building and other support services  ",Men ,25 to 54 years,28.74,
2023,Saskatchewan,"Business, building and other support services  ",Women ,25 to 54 years,21.26,
2023,Saskatchewan,Construction  ,Men ,25 to 54 years,36.37,
2023,Saskatchewan,Construction  ,Women ,25 to 54 years,27.46,
2023,Saskatchewan,Educational services  ,Men ,25 to 54 years,39.85,
2023,Saskatchewan,Educational services  ,Women ,25 to 54 years,36.49,
2023,Saskatchewan,"Finance, insurance, real estate, rental and leasing  ",Men ,25 to 54 years,43.09,
2023,Saskatchewan,"Finance, insurance, real estate, rental and leasing  ",Women ,25 to 54 years,34.15,
2023,Saskatchewan,"Forestry, fishing, mining, quarrying, oil and gas  ",Men ,25 to 54 years,49.54,
2023,Saskatchewan,"Forestry, fishing, mining, quarrying, oil and gas  ",Women ,25 to 54 years,45.18,
2023,Saskatchewan,Health care and social assistance  ,Men ,25 to 54 years,34.2,
2023,Saskatchewan,Health care and social assistance  ,Women ,25 to 54 years,32.71,
2023,Saskatchewan,"Information, culture and recreation  ",Men ,25 to 54 years,34.2,
2023,Saskatchewan,"Information, culture and recreation  ",Women ,25 to 54 years,30.03,
2023,Saskatchewan,Manufacturing  ,Men ,25 to 54 years,35.17,
2023,Saskatchewan,Manufacturing  ,Women ,25 to 54 years,26.96,
2023,Saskatchewan,Other services (except public administration)  ,Men ,25 to 54 years,30.75,
2023,Saskatchewan,Other services (except public administration)  ,Women ,25 to 54 years,25.59,
2023,Saskatchewan,"Professional, scientific and technical services  ",Men ,25 to 54 years,46.56,
2023,Saskatchewan,"Professional, scientific and technical services  ",Women ,25 to 54 years,36.21,
2023,Saskatchewan,Public administration  ,Men ,25 to 54 years,42.46,
2023,Saskatchewan,Public administration  ,Women ,25 to 54 years,39.06,
2023,Saskatchewan,Transportation and warehousing  ,Men ,25 to 54 years,33.34,
2023,Saskatchewan,Transportation and warehousing  ,Women ,25 to 54 years,26.31,
2023,Saskatchewan,Utilities  ,Men ,25 to 54 years,45.85,
2023,Saskatchewan,Utilities  ,Women ,25 to 54 years,42.61,
2023,Saskatchewan,Wholesale and retail trade  ,Men ,25 to 54 years,29.74,
2023,Saskatchewan,Wholesale and retail trade  ,Women ,25 to 54 years,25.18,
2023,Saskatchewan,Accommodation and food services  ,Men ,55 years and over,20.42,
2023,Saskatchewan,Accommodation and food services  ,Women ,55 years and over,16.35,
2023,Saskatchewan,Agriculture  ,Men ,55 years and over,34.68,
2023,Saskatchewan,Agriculture  ,Women ,55 years and over,20.73,
2023,Saskatchewan,"Business, building and other support services  ",Men ,55 years and over,23.07,
2023,Saskatchewan,"Business, building and other support services  ",Women ,55 years and over,23.49,
2023,Saskatchewan,Construction  ,Men ,55 years and over,33.16,
2023,Saskatchewan,Construction  ,Women ,55 years and over,25.54,
2023,Saskatchewan,Educational services  ,Men ,55 years and over,46.87,
2023,Saskatchewan,Educational services  ,Women ,55 years and over,36.01,
2023,Saskatchewan,"Finance, insurance, real estate, rental and leasing  ",Men ,55 years and over,46.53,
2023,Saskatchewan,"Finance, insurance, real estate, rental and leasing  ",Women ,55 years and over,33.4,
2023,Saskatchewan,"Forestry, fishing, mining, quarrying, oil and gas  ",Men ,55 years and over,50.78,
2023,Saskatchewan,"Forestry, fishing, mining, quarrying, oil and gas  ",Women ,55 years and over,,
2023,Saskatchewan,Health care and social assistance  ,Men ,55 years and over,31.74,
2023,Saskatchewan,Health care and social assistance  ,Women ,55 years and over,32.06,
2023,Saskatchewan,"Information, culture and recreation  ",Men ,55 years and over,36.01,
2023,Saskatchewan,"Information, culture and recreation  ",Women ,55 years and over,29.33,
2023,Saskatchewan,Manufacturing  ,Men ,55 years and over,36.69,
2023,Saskatchewan,Manufacturing  ,Women ,55 years and over,24.16,
2023,Saskatchewan,Other services (except public administration)  ,Men ,55 years and over,32.47,
2023,Saskatchewan,Other services (except public administration)  ,Women ,55 years and over,25.55,
2023,Saskatchewan,"Professional, scientific and technical services  ",Men ,55 years and over,42.22,
2023,Saskatchewan,"Professional, scientific and technical services  ",Women ,55 years and over,37.11,
2023,Saskatchewan,Public administration  ,Men ,55 years and over,46.5,
2023,Saskatchewan,Public administration  ,Women ,55 years and over,38.32,
2023,Saskatchewan,Transportation and warehousing  ,Men ,55 years and over,30.68,
2023,Saskatchewan,Transportation and warehousing  ,Women ,55 years and over,26.16,
2023,Saskatchewan,Utilities  ,Men ,55 years and over,50.26,
2023,Saskatchewan,Utilities  ,Women ,55 years and over,,
2023,Saskatchewan,Wholesale and retail trade  ,Men ,55 years and over,31.47,
2023,Saskatchewan,Wholesale and retail trade  ,Women ,55 years and over,22.2,
2024,Alberta,Accommodation and food services  ,Men ,15 to 24 years,16.22,
2024,Alberta,Accommodation and food services  ,Women ,15 to 24 years,17.57,
2024,Alberta,Agriculture  ,Men ,15 to 24 years,21.51,
2024,Alberta,Agriculture  ,Women ,15 to 24 years,,
2024,Alberta,"Business, building and other support services  ",Men ,15 to 24 years,20.2,
2024,Alberta,"Business, building and other support services  ",Women ,15 to 24 years,,
2024,Alberta,Construction  ,Men ,15 to 24 years,24.23,
2024,Alberta,Construction  ,Women ,15 to 24 years,24.65,
2024,Alberta,Educational services  ,Men ,15 to 24 years,25.24,
2024,Alberta,Educational services  ,Women ,15 to 24 years,23.03,
2024,Alberta,"Finance, insurance, real estate, rental and leasing  ",Men ,15 to 24 years,23.1,
2024,Alberta,"Finance, insurance, real estate, rental and leasing  ",Women ,15 to 24 years,23.16,
2024,Alberta,"Forestry, fishing, mining, quarrying, oil and gas  ",Men ,15 to 24 years,28.78,
2024,Alberta,"Forestry, fishing, mining, quarrying, oil and gas  ",Women ,15 to 24 years,,
2024,Alberta,Health care and social assistance  ,Men ,15 to 24 years,25.06,
2024,Alberta,Health care and social assistance  ,Women ,15 to 24 years,24.57,
2024,Alberta,"Information, culture and recreation  ",Men ,15 to 24 years,17.67,
2024,Alberta,"Information, culture and recreation  ",Women ,15 to 24 years,18.96,
2024,Alberta,Manufacturing  ,Men ,15 to 24 years,23.49,
2024,Alberta,Manufacturing  ,Women ,15 to 24 years,22.57,
2024,Alberta,Other services (except public administration)  ,Men ,15 to 24 years,24.2,
2024,Alberta,Other services (except public administration)  ,Women ,15 to 24 years,17.83,
2024,Alberta,"Professional, scientific and technical services  ",Men ,15 to 24 years,27.09,
2024,Alberta,"Professional, scientific and technical services  ",Women ,15 to 24 years,24.68,
2024,Alberta,Public administration  ,Men ,15 to 24 years,23.72,
2024,Alberta,Public administration  ,Women ,15 to 24 years,24.85,
2024,Alberta,Transportation and warehousing  ,Men ,15 to 24 years,25.51,
2024,Alberta,Transportation and warehousing  ,Women ,15 to 24 years,,
2024,Alberta,Utilities  ,Men ,15 to 24 years,,
2024,Alberta,Utilities  ,Women ,15 to 24 years,,
2024,Alberta,Wholesale and retail trade  ,Men ,15 to 24 years,19.19,
2024,Alberta,Wholesale and retail trade  ,Women ,15 to 24 years,16.79,
2024,Alberta,Accommodation and food services  ,Men ,25 to 54 years,25.55,
2024,Alberta,Accommodation and food services  ,Women ,25 to 54 years,19.65,
2024,Alberta,Agriculture  ,Men ,25 to 54 years,27.28,
2024,Alberta,Agriculture  ,Women ,25 to 54 years,20.82,
2024,Alberta,"Business, building and other support services  ",Men ,25 to 54 years,32.42,
2024,Alberta,"Business, building and other support services  ",Women ,25 to 54 years,25.02,
2024,Alberta,Construction  ,Men ,25 to 54 years,40.49,
2024,Alberta,Construction  ,Women ,25 to 54 years,36.24,
2024,Alberta,Educational services  ,Men ,25 to 54 years,42.9,
2024,Alberta,Educational services  ,Women ,25 to 54 years,38.11,
2024,Alberta,"Finance, insurance, real estate, rental and leasing  ",Men ,25 to 54 years,52.26,
2024,Alberta,"Finance, insurance, real estate, rental and leasing  ",Women ,25 to 54 years,39.77,
2024,Alberta,"Forestry, fishing, mining, quarrying, oil and gas  ",Men ,25 to 54 years,57.43,
2024,Alberta,"Forestry, fishing, mining, quarrying, oil and gas  ",Women ,25 to 54 years,52.32,
2024,Alberta,Health care and social assistance  ,Men ,25 to 54 years,39.43,
2024,Alberta,Health care and social assistance  ,Women ,25 to 54 years,34.73,
2024,Alberta,"Information, culture and recreation  ",Men ,25 to 54 years,36.96,
2024,Alberta,"Information, culture and recreation  ",Women ,25 to 54 years,30.35,
2024,Alberta,Manufacturing  ,Men ,25 to 54 years,38.28,
2024,Alberta,Manufacturing  ,Women ,25 to 54 years,32.69,
2024,Alberta,Other services (except public administration)  ,Men ,25 to 54 years,37.35,
2024,Alberta,Other services (except public administration)  ,Women ,25 to 54 years,27.11,
2024,Alberta,"Professional, scientific and technical services  ",Men ,25 to 54 years,52.06,
2024,Alberta,"Professional, scientific and technical services  ",Women ,25 to 54 years,43.9,
2024,Alberta,Public administration  ,Men ,25 to 54 years,49.37,
2024,Alberta,Public administration  ,Women ,25 to 54 years,44.27,
2024,Alberta,Transportation and warehousing  ,Men ,25 to 54 years,38.19,
2024,Alberta,Transportation and warehousing  ,Women ,25 to 54 years,34.64,
2024,Alberta,Utilities  ,Men ,25 to 54 years,51.47,
2024,Alberta,Utilities  ,Women ,25 to 54 years,52.89,
2024,Alberta,Wholesale and retail trade  ,Men ,25 to 54 years,34.12,
2024,Alberta,Wholesale and retail trade  ,Women ,25 to 54 years,25.41,
2024,Alberta,Accommodation and food services  ,Men ,55 years and over,20.33,
2024,Alberta,Accommodation and food services  ,Women ,55 years and over,22.53,
2024,Alberta,Agriculture  ,Men ,55 years and over,32.62,
2024,Alberta,Agriculture  ,Women ,55 years and over,,
2024,Alberta,"Business, building and other support services  ",Men ,55 years and over,32.95,
2024,Alberta,"Business, building and other support services  ",Women ,55 years and over,25.31,
2024,Alberta,Construction  ,Men ,55 years and over,47.09,
2024,Alberta,Construction  ,Women ,55 years and over,35.68,
2024,Alberta,Educational services  ,Men ,55 years and over,46.63,
2024,Alberta,Educational services  ,Women ,55 years and over,39.49,
2024,Alberta,"Finance, insurance, real estate, rental and leasing  ",Men ,55 years and over,52.6,
2024,Alberta,"Finance, insurance, real estate, rental and leasing  ",Women ,55 years and over,33.88,
2024,Alberta,"Forestry, fishing, mining, quarrying, oil and gas  ",Men ,55 years and over,62.93,
2024,Alberta,"Forestry, fishing, mining, quarrying, oil and gas  ",Women ,55 years and over,58.49,
2024,Alberta,Health care and social assistance  ,Men ,55 years and over,44.58,
2024,Alberta,Health care and social assistance  ,Women ,55 years and over,34.79,
2024,Alberta,"Information, culture and recreation  ",Men ,55 years and over,35.2,
2024,Alberta,"Information, culture and recreation  ",Women ,55 years and over,31.93,
2024,Alberta,Manufacturing  ,Men ,55 years and over,42.01,
2024,Alberta,Manufacturing  ,Women ,55 years and over,29.08,
2024,Alberta,Other services (except public administration)  ,Men ,55 years and over,36.69,
2024,Alberta,Other services (except public administration)  ,Women ,55 years and over,29.61,
2024,Alberta,"Professional, scientific and technical services  ",Men ,55 years and over,61.51,
2024,Alberta,"Professional, scientific and technical services  ",Women ,55 years and over,39.56,
2024,Alberta,Public administration  ,Men ,55 years and over,46.33,
2024,Alberta,Public administration  ,Women ,55 years and over,49.7,
2024,Alberta,Transportation and warehousing  ,Men ,55 years and over,35.48,
2024,Alberta,Transportation and warehousing  ,Women ,55 years and over,32.88,
2024,Alberta,Utilities  ,Men ,55 years and over,52.83,
2024,Alberta,Utilities  ,Women ,55 years and over,,
2024,Alberta,Wholesale and retail trade  ,Men ,55 years and over,36.14,
2024,Alberta,Wholesale and retail trade  ,Women ,55 years and over,23.48,
2024,British Columbia,Accommodation and food services  ,Men ,15 to 24 years,19.06,
2024,British Columbia,Accommodation and food services  ,Women ,15 to 24 years,19.28,
2024,British Columbia,Agriculture  ,Men ,15 to 24 years,,
2024,British Columbia,Agriculture  ,Women ,15 to 24 years,18.94,
2024,British Columbia,"Business, building and other support services  ",Men ,15 to 24 years,23.7,
2024,British Columbia,"Business, building and other support services  ",Women ,15 to 24 years,21.89,
2024,British Columbia,Construction  ,Men ,15 to 24 years,25.48,
2024,British Columbia,Construction  ,Women ,15 to 24 years,27.14,
2024,British Columbia,Educational services  ,Men ,15 to 24 years,22.48,
2024,British Columbia,Educational services  ,Women ,15 to 24 years,23.08,
2024,British Columbia,"Finance, insurance, real estate, rental and leasing  ",Men ,15 to 24 years,28.49,
2024,British Columbia,"Finance, insurance, real estate, rental and leasing  ",Women ,15 to 24 years,24.3,
2024,British Columbia,"Forestry, fishing, mining, quarrying, oil and gas  ",Men ,15 to 24 years,32.34,
2024,British Columbia,"Forestry, fishing, mining, quarrying, oil and gas  ",Women ,15 to 24 years,,
