Year,Province,NAICS,Gender,Age group,Hourly Wage,525
2023,Nova Scotia,"Professional, scientific and technical services  ",Women ,15 to 24 years,20.86,
2023,Nova Scotia,Public administration  ,Men ,15 to 24 years,24.38,
2023,Nova Scotia,Public administration  ,Women ,15 to 24 years,26.19,
2023,Nova Scotia,Transportation and warehousing  ,Men ,15 to 24 years,21.13,
2023,Nova Scotia,Transportation and warehousing  ,Women ,15 to 24 years,,
2023,Nova Scotia,Utilities  ,Men ,15 to 24 years,,
2023,Nova Scotia,Utilities  ,Women ,15 to 24 years,,
2023,Nova Scotia,Wholesale and retail trade  ,Men ,15 to 24 years,15.72,
2023,Nova Scotia,Wholesale and retail trade  ,Women ,15 to 24 years,15.37,
2023,Nova Scotia,Accommodation and food services  ,Men ,25 to 54 years,19.07,
2023,Nova Scotia,Accommodation and food services  ,Women ,25 to 54 years,18.4,
2023,Nova Scotia,Agriculture  ,Men ,25 to 54 years,29.73,
2023,Nova Scotia,Agriculture  ,Women ,25 to 54 years,21.97,
2023,Nova Scotia,"Business, building and other support services  ",Men ,25 to 54 years,22.48,
2023,Nova Scotia,"Business, building and other support services  ",Women ,25 to 54 years,22.02,
2023,Nova Scotia,Construction  ,Men ,25 to 54 years,31.04,
2023,Nova Scotia,Construction  ,Women ,25 to 54 years,25.76,
2023,Nova Scotia,Educational services  ,Men ,25 to 54 years,36.77,
2023,Nova Scotia,Educational services  ,Women ,25 to 54 years,33.78,
2023,Nova Scotia,"Finance, insurance, real estate, rental and leasing  ",Men ,25 to 54 years,39.99,
2023,Nova Scotia,"Finance, insurance, real estate, rental and leasing  ",Women ,25 to 54 years,29.92,
2023,Nova Scotia,"Forestry, fishing, mining, quarrying, oil and gas  ",Men ,25 to 54 years,36.02,
2023,Nova Scotia,"Forestry, fishing, mining, quarrying, oil and gas  ",Women ,25 to 54 years,,
2023,Nova Scotia,Health care and social assistance  ,Men ,25 to 54 years,30.08,
2023,Nova Scotia,Health care and social assistance  ,Women ,25 to 54 years,30.33,
2023,Nova Scotia,"Information, culture and recreation  ",Men ,25 to 54 years,34.38,
2023,Nova Scotia,"Information, culture and recreation  ",Women ,25 to 54 years,29.91,
2023,Nova Scotia,Manufacturing  ,Men ,25 to 54 years,32.88,
2023,Nova Scotia,Manufacturing  ,Women ,25 to 54 years,26.8,
2023,Nova Scotia,Other services (except public administration)  ,Men ,25 to 54 years,27.98,
2023,Nova Scotia,Other services (except public administration)  ,Women ,25 to 54 years,23.46,
2023,Nova Scotia,"Professional, scientific and technical services  ",Men ,25 to 54 years,44.92,
2023,Nova Scotia,"Professional, scientific and technical services  ",Women ,25 to 54 years,34.56,
2023,Nova Scotia,Public administration  ,Men ,25 to 54 years,41.81,
2023,Nova Scotia,Public administration  ,Women ,25 to 54 years,39.04,
2023,Nova Scotia,Transportation and warehousing  ,Men ,25 to 54 years,29.42,
2023,Nova Scotia,Transportation and warehousing  ,Women ,25 to 54 years,27.54,
2023,Nova Scotia,Utilities  ,Men ,25 to 54 years,40.69,
2023,Nova Scotia,Utilities  ,Women ,25 to 54 years,,
2023,Nova Scotia,Wholesale and retail trade  ,Men ,25 to 54 years,25.99,
2023,Nova Scotia,Wholesale and retail trade  ,Women ,25 to 54 years,23.35,
2023,Nova Scotia,Accommodation and food services  ,Men ,55 years and over,20.47,
2023,Nova Scotia,Accommodation and food services  ,Women ,55 years and over,22.92,
2023,Nova Scotia,Agriculture  ,Men ,55 years and over,,
2023,Nova Scotia,Agriculture  ,Women ,55 years and over,,
2023,Nova Scotia,"Business, building and other support services  ",Men ,55 years and over,22.86,
2023,Nova Scotia,"Business, building and other support services  ",Women ,55 years and over,19.75,
2023,Nova Scotia,Construction  ,Men ,55 years and over,30.69,
2023,Nova Scotia,Construction  ,Women ,55 years and over,28.18,
2023,Nova Scotia,Educational services  ,Men ,55 years and over,40.11,
2023,Nova Scotia,Educational services  ,Women ,55 years and over,31.69,
2023,Nova Scotia,"Finance, insurance, real estate, rental and leasing  ",Men ,55 years and over,34.37,
2023,Nova Scotia,"Finance, insurance, real estate, rental and leasing  ",Women ,55 years and over,27.8,
2023,Nova Scotia,"Forestry, fishing, mining, quarrying, oil and gas  ",Men ,55 years and over,30.1,
2023,Nova Scotia,"Forestry, fishing, mining, quarrying, oil and gas  ",Women ,55 years and over,,
2023,Nova Scotia,Health care and social assistance  ,Men ,55 years and over,28.6,
2023,Nova Scotia,Health care and social assistance  ,Women ,55 years and over,27.6,
2023,Nova Scotia,"Information, culture and recreation  ",Men ,55 years and over,28.03,
2023,Nova Scotia,"Information, culture and recreation  ",Women ,55 years and over,38.36,
2023,Nova Scotia,Manufacturing  ,Men ,55 years and over,30.12,
2023,Nova Scotia,Manufacturing  ,Women ,55 years and over,24.76,
2023,Nova Scotia,Other services (except public administration)  ,Men ,55 years and over,26.99,
2023,Nova Scotia,Other services (except public administration)  ,Women ,55 years and over,24.51,
2023,Nova Scotia,"Professional, scientific and technical services  ",Men ,55 years and over,48,
2023,Nova Scotia,"Professional, scientific and technical services  ",Women ,55 years and over,30.82,
2023,Nova Scotia,Public administration  ,Men ,55 years and over,43.67,
2023,Nova Scotia,Public administration  ,Women ,55 years and over,36.87,
2023,Nova Scotia,Transportation and warehousing  ,Men ,55 years and over,28.82,
2023,Nova Scotia,Transportation and warehousing  ,Women ,55 years and over,26.24,
2023,Nova Scotia,Utilities  ,Men ,55 years and over,,
2023,Nova Scotia,Utilities  ,Women ,55 years and over,,
2023,Nova Scotia,Wholesale and retail trade  ,Men ,55 years and over,25.88,
2023,Nova Scotia,Wholesale and retail trade  ,Women ,55 years and over,19.92,
2023,Ontario,Accommodation and food services  ,Men ,15 to 24 years,16.88,
2023,Ontario,Accommodation and food services  ,Women ,15 to 24 years,17.07,
2023,Ontario,Agriculture  ,Men ,15 to 24 years,17.72,
2023,Ontario,Agriculture  ,Women ,15 to 24 years,18.08,
2023,Ontario,"Business, building and other support services  ",Men ,15 to 24 years,20.78,
2023,Ontario,"Business, building and other support services  ",Women ,15 to 24 years,19.33,
2023,Ontario,Construction  ,Men ,15 to 24 years,24.44,
2023,Ontario,Construction  ,Women ,15 to 24 years,24.15,
2023,Ontario,Educational services  ,Men ,15 to 24 years,22.8,
2023,Ontario,Educational services  ,Women ,15 to 24 years,21.67,
2023,Ontario,"Finance, insurance, real estate, rental and leasing  ",Men ,15 to 24 years,24.48,
2023,Ontario,"Finance, insurance, real estate, rental and leasing  ",Women ,15 to 24 years,25.73,
2023,Ontario,"Forestry, fishing, mining, quarrying, oil and gas  ",Men ,15 to 24 years,32.02,
2023,Ontario,"Forestry, fishing, mining, quarrying, oil and gas  ",Women ,15 to 24 years,,
2023,Ontario,Health care and social assistance  ,Men ,15 to 24 years,22.94,
2023,Ontario,Health care and social assistance  ,Women ,15 to 24 years,23.14,
2023,Ontario,"Information, culture and recreation  ",Men ,15 to 24 years,19.36,
2023,Ontario,"Information, culture and recreation  ",Women ,15 to 24 years,17.9,
2023,Ontario,Manufacturing  ,Men ,15 to 24 years,24.04,
2023,Ontario,Manufacturing  ,Women ,15 to 24 years,23.36,
2023,Ontario,Other services (except public administration)  ,Men ,15 to 24 years,21.12,
2023,Ontario,Other services (except public administration)  ,Women ,15 to 24 years,19.32,
2023,Ontario,"Professional, scientific and technical services  ",Men ,15 to 24 years,28.23,
2023,Ontario,"Professional, scientific and technical services  ",Women ,15 to 24 years,24.21,
2023,Ontario,Public administration  ,Men ,15 to 24 years,25.21,
2023,Ontario,Public administration  ,Women ,15 to 24 years,24.98,
2023,Ontario,Transportation and warehousing  ,Men ,15 to 24 years,23.67,
2023,Ontario,Transportation and warehousing  ,Women ,15 to 24 years,21.76,
2023,Ontario,Utilities  ,Men ,15 to 24 years,28.79,
2023,Ontario,Utilities  ,Women ,15 to 24 years,,
2023,Ontario,Wholesale and retail trade  ,Men ,15 to 24 years,17.26,
2023,Ontario,Wholesale and retail trade  ,Women ,15 to 24 years,16.69,
2023,Ontario,Accommodation and food services  ,Men ,25 to 54 years,23.26,
2023,Ontario,Accommodation and food services  ,Women ,25 to 54 years,21.18,
2023,Ontario,Agriculture  ,Men ,25 to 54 years,29.67,
2023,Ontario,Agriculture  ,Women ,25 to 54 years,24.4,
2023,Ontario,"Business, building and other support services  ",Men ,25 to 54 years,29.23,
2023,Ontario,"Business, building and other support services  ",Women ,25 to 54 years,26.61,
2023,Ontario,Construction  ,Men ,25 to 54 years,38.71,
2023,Ontario,Construction  ,Women ,25 to 54 years,33.18,
2023,Ontario,Educational services  ,Men ,25 to 54 years,42.47,
2023,Ontario,Educational services  ,Women ,25 to 54 years,39.9,
2023,Ontario,"Finance, insurance, real estate, rental and leasing  ",Men ,25 to 54 years,50.06,
2023,Ontario,"Finance, insurance, real estate, rental and leasing  ",Women ,25 to 54 years,40.28,
2023,Ontario,"Forestry, fishing, mining, quarrying, oil and gas  ",Men ,25 to 54 years,46.25,
2023,Ontario,"Forestry, fishing, mining, quarrying, oil and gas  ",Women ,25 to 54 years,37.91,
2023,Ontario,Health care and social assistance  ,Men ,25 to 54 years,35.68,
2023,Ontario,Health care and social assistance  ,Women ,25 to 54 years,32.8,
2023,Ontario,"Information, culture and recreation  ",Men ,25 to 54 years,39.29,
2023,Ontario,"Information, culture and recreation  ",Women ,25 to 54 years,35.32,
2023,Ontario,Manufacturing  ,Men ,25 to 54 years,35.22,
2023,Ontario,Manufacturing  ,Women ,25 to 54 years,32.26,
2023,Ontario,Other services (except public administration)  ,Men ,25 to 54 years,32.23,
2023,Ontario,Other services (except public administration)  ,Women ,25 to 54 years,30.63,
2023,Ontario,"Professional, scientific and technical services  ",Men ,25 to 54 years,52.52,
2023,Ontario,"Professional, scientific and technical services  ",Women ,25 to 54 years,41.79,
2023,Ontario,Public administration  ,Men ,25 to 54 years,47.04,
2023,Ontario,Public administration  ,Women ,25 to 54 years,43.89,
2023,Ontario,Transportation and warehousing  ,Men ,25 to 54 years,33.98,
2023,Ontario,Transportation and warehousing  ,Women ,25 to 54 years,29.55,
2023,Ontario,Utilities  ,Men ,25 to 54 years,52.77,
2023,Ontario,Utilities  ,Women ,25 to 54 years,46.69,
2023,Ontario,Wholesale and retail trade  ,Men ,25 to 54 years,33.99,
2023,Ontario,Wholesale and retail trade  ,Women ,25 to 54 years,27.4,
2023,Ontario,Accommodation and food services  ,Men ,55 years and over,22.3,
2023,Ontario,Accommodation and food services  ,Women ,55 years and over,19.17,
2023,Ontario,Agriculture  ,Men ,55 years and over,30.11,
2023,Ontario,Agriculture  ,Women ,55 years and over,27.56,
2023,Ontario,"Business, building and other support services  ",Men ,55 years and over,28.5,
2023,Ontario,"Business, building and other support services  ",Women ,55 years and over,24.11,
2023,Ontario,Construction  ,Men ,55 years and over,39.26,
2023,Ontario,Construction  ,Women ,55 years and over,31.74,
2023,Ontario,Educational services  ,Men ,55 years and over,55.54,
2023,Ontario,Educational services  ,Women ,55 years and over,40.79,
2023,Ontario,"Finance, insurance, real estate, rental and leasing  ",Men ,55 years and over,48.48,
2023,Ontario,"Finance, insurance, real estate, rental and leasing  ",Women ,55 years and over,38.38,
2023,Ontario,"Forestry, fishing, mining, quarrying, oil and gas  ",Men ,55 years and over,50.16,
2023,Ontario,"Forestry, fishing, mining, quarrying, oil and gas  ",Women ,55 years and over,,
2023,Ontario,Health care and social assistance  ,Men ,55 years and over,36.13,
2023,Ontario,Health care and social assistance  ,Women ,55 years and over,33.68,
2023,Ontario,"Information, culture and recreation  ",Men ,55 years and over,34.76,
2023,Ontario,"Information, culture and recreation  ",Women ,55 years and over,31.31,
2023,Ontario,Manufacturing  ,Men ,55 years and over,35.56,
2023,Ontario,Manufacturing  ,Women ,55 years and over,29.16,
2023,Ontario,Other services (except public administration)  ,Men ,55 years and over,32.34,
2023,Ontario,Other services (except public administration)  ,Women ,55 years and over,25.6,
2023,Ontario,"Professional, scientific and technical services  ",Men ,55 years and over,59.5,
2023,Ontario,"Professional, scientific and technical services  ",Women ,55 years and over,42.4,
2023,Ontario,Public administration  ,Men ,55 years and over,52.33,
2023,Ontario,Public administration  ,Women ,55 years and over,44.81,
2023,Ontario,Transportation and warehousing  ,Men ,55 years and over,32.15,
2023,Ontario,Transportation and warehousing  ,Women ,55 years and over,29.1,
2023,Ontario,Utilities  ,Men ,55 years and over,56.57,
2023,Ontario,Utilities  ,Women ,55 years and over,47.27,
2023,Ontario,Wholesale and retail trade  ,Men ,55 years and over,31.52,
2023,Ontario,Wholesale and retail trade  ,Women ,55 years and over,24.3,
2023,Prince Edward Island,Accommodation and food services  ,Men ,15 to 24 years,16.02,
2023,Prince Edward Island,Accommodation and food services  ,Women ,15 to 24 years,16.34,
2023,Prince Edward Island,Agriculture  ,Men ,15 to 24 years,17.44,
2023,Prince Edward Island,Agriculture  ,Women ,15 to 24 years,17.11,
2023,Prince Edward Island,"Business, building and other support services  ",Men ,15 to 24 years,17.16,
2023,Prince Edward Island,"Business, building and other support services  ",Women ,15 to 24 years,15.18,
2023,Prince Edward Island,Construction  ,Men ,15 to 24 years,21.55,
2023,Prince Edward Island,Construction  ,Women ,15 to 24 years,,
2023,Prince Edward Island,Educational services  ,Men ,15 to 24 years,,
2023,Prince Edward Island,Educational services  ,Women ,15 to 24 years,19.77,
2023,Prince Edward Island,"Finance, insurance, real estate, rental and leasing  ",Men ,15 to 24 years,,
2023,Prince Edward Island,"Finance, insurance, real estate, rental and leasing  ",Women ,15 to 24 years,,
2023,Prince Edward Island,"Forestry, fishing, mining, quarrying, oil and gas  ",Men ,15 to 24 years,,
2023,Prince Edward Island,"Forestry, fishing, mining, quarrying, oil and gas  ",Women ,15 to 24 years,,
2023,Prince Edward Island,Health care and social assistance  ,Men ,15 to 24 years,20.89,
2023,Prince Edward Island,Health care and social assistance  ,Women ,15 to 24 years,22.11,
2023,Prince Edward Island,"Information, culture and recreation  ",Men ,15 to 24 years,18.95,
2023,Prince Edward Island,"Information, culture and recreation  ",Women ,15 to 24 years,17.95,
2023,Prince Edward Island,Manufacturing  ,Men ,15 to 24 years,20.13,
2023,Prince Edward Island,Manufacturing  ,Women ,15 to 24 years,18.22,
2023,Prince Edward Island,Other services (except public administration)  ,Men ,15 to 24 years,20.08,
2023,Prince Edward Island,Other services (except public administration)  ,Women ,15 to 24 years,18.33,
2023,Prince Edward Island,"Professional, scientific and technical services  ",Men ,15 to 24 years,23.53,
2023,Prince Edward Island,"Professional, scientific and technical services  ",Women ,15 to 24 years,18.9,
2023,Prince Edward Island,Public administration  ,Men ,15 to 24 years,22.11,
2023,Prince Edward Island,Public administration  ,Women ,15 to 24 years,41.68,
2023,Prince Edward Island,Transportation and warehousing  ,Men ,15 to 24 years,21.28,
2023,Prince Edward Island,Transportation and warehousing  ,Women ,15 to 24 years,,
2023,Prince Edward Island,Utilities  ,Men ,15 to 24 years,,
2023,Prince Edward Island,Utilities  ,Women ,15 to 24 years,,
2023,Prince Edward Island,Wholesale and retail trade  ,Men ,15 to 24 years,16.02,
2023,Prince Edward Island,Wholesale and retail trade  ,Women ,15 to 24 years,15.76,
2023,Prince Edward Island,Accommodation and food services  ,Men ,25 to 54 years,19.83,
2023,Prince Edward Island,Accommodation and food services  ,Women ,25 to 54 years,20.16,
2023,Prince Edward Island,Agriculture  ,Men ,25 to 54 years,23,
2023,Prince Edward Island,Agriculture  ,Women ,25 to 54 years,20.54,
2023,Prince Edward Island,"Business, building and other support services  ",Men ,25 to 54 years,22.35,
2023,Prince Edward Island,"Business, building and other support services  ",Women ,25 to 54 years,19.61,
2023,Prince Edward Island,Construction  ,Men ,25 to 54 years,28.04,
2023,Prince Edward Island,Construction  ,Women ,25 to 54 years,23.6,
2023,Prince Edward Island,Educational services  ,Men ,25 to 54 years,34.12,
2023,Prince Edward Island,Educational services  ,Women ,25 to 54 years,35.13,
2023,Prince Edward Island,"Finance, insurance, real estate, rental and leasing  ",Men ,25 to 54 years,35.39,
2023,Prince Edward Island,"Finance, insurance, real estate, rental and leasing  ",Women ,25 to 54 years,32.54,
2023,Prince Edward Island,"Forestry, fishing, mining, quarrying, oil and gas  ",Men ,25 to 54 years,31.79,
2023,Prince Edward Island,"Forestry, fishing, mining, quarrying, oil and gas  ",Women ,25 to 54 years,,
2023,Prince Edward Island,Health care and social assistance  ,Men ,25 to 54 years,29.25,
2023,Prince Edward Island,Health care and social assistance  ,Women ,25 to 54 years,31.9,
2023,Prince Edward Island,"Information, culture and recreation  ",Men ,25 to 54 years,25.3,
2023,Prince Edward Island,"Information, culture and recreation  ",Women ,25 to 54 years,25.45,
2023,Prince Edward Island,Manufacturing  ,Men ,25 to 54 years,28.51,
2023,Prince Edward Island,Manufacturing  ,Women ,25 to 54 years,28.58,
2023,Prince Edward Island,Other services (except public administration)  ,Men ,25 to 54 years,26.52,
2023,Prince Edward Island,Other services (except public administration)  ,Women ,25 to 54 years,25.86,
2023,Prince Edward Island,"Professional, scientific and technical services  ",Men ,25 to 54 years,37.77,
2023,Prince Edward Island,"Professional, scientific and technical services  ",Women ,25 to 54 years,28.61,
2023,Prince Edward Island,Public administration  ,Men ,25 to 54 years,40.67,
2023,Prince Edward Island,Public administration  ,Women ,25 to 54 years,37.16,
2023,Prince Edward Island,Transportation and warehousing  ,Men ,25 to 54 years,27.27,
2023,Prince Edward Island,Transportation and warehousing  ,Women ,25 to 54 years,27.64,
2023,Prince Edward Island,Utilities  ,Men ,25 to 54 years,47.18,
2023,Prince Edward Island,Utilities  ,Women ,25 to 54 years,,
2023,Prince Edward Island,Wholesale and retail trade  ,Men ,25 to 54 years,28.03,
2023,Prince Edward Island,Wholesale and retail trade  ,Women ,25 to 54 years,19.69,
2023,Prince Edward Island,Accommodation and food services  ,Men ,55 years and over,21.23,
2023,Prince Edward Island,Accommodation and food services  ,Women ,55 years and over,19.06,
2023,Prince Edward Island,Agriculture  ,Men ,55 years and over,23.55,
2023,Prince Edward Island,Agriculture  ,Women ,55 years and over,17.51,
2023,Prince Edward Island,"Business, building and other support services  ",Men ,55 years and over,21.48,
2023,Prince Edward Island,"Business, building and other support services  ",Women ,55 years and over,,
2023,Prince Edward Island,Construction  ,Men ,55 years and over,25.4,
2023,Prince Edward Island,Construction  ,Women ,55 years and over,,
2023,Prince Edward Island,Educational services  ,Men ,55 years and over,36.49,
2023,Prince Edward Island,Educational services  ,Women ,55 years and over,35.83,
2023,Prince Edward Island,"Finance, insurance, real estate, rental and leasing  ",Men ,55 years and over,31.58,
2023,Prince Edward Island,"Finance, insurance, real estate, rental and leasing  ",Women ,55 years and over,25.69,
2023,Prince Edward Island,"Forestry, fishing, mining, quarrying, oil and gas  ",Men ,55 years and over,,
2023,Prince Edward Island,"Forestry, fishing, mining, quarrying, oil and gas  ",Women ,55 years and over,,
2023,Prince Edward Island,Health care and social assistance  ,Men ,55 years and over,31.26,
2023,Prince Edward Island,Health care and social assistance  ,Women ,55 years and over,27.45,
2023,Prince Edward Island,"Information, culture and recreation  ",Men ,55 years and over,26.23,
2023,Prince Edward Island,"Information, culture and recreation  ",Women ,55 years and over,25.83,
2023,Prince Edward Island,Manufacturing  ,Men ,55 years and over,27.67,
2023,Prince Edward Island,Manufacturing  ,Women ,55 years and over,20.21,
2023,Prince Edward Island,Other services (except public administration)  ,Men ,55 years and over,26.28,
2023,Prince Edward Island,Other services (except public administration)  ,Women ,55 years and over,26.72,
2023,Prince Edward Island,"Professional, scientific and technical services  ",Men ,55 years and over,41.46,
2023,Prince Edward Island,"Professional, scientific and technical services  ",Women ,55 years and over,33.42,
2023,Prince Edward Island,Public administration  ,Men ,55 years and over,37.78,
2023,Prince Edward Island,Public administration  ,Women ,55 years and over,36.09,
2023,Prince Edward Island,Transportation and warehousing  ,Men ,55 years and over,24.07,
2023,Prince Edward Island,Transportation and warehousing  ,Women ,55 years and over,22.27,
2023,Prince Edward Island,Utilities  ,Men ,55 years and over,,
2023,Prince Edward Island,Utilities  ,Women ,55 years and over,,
2023,Prince Edward Island,Wholesale and retail trade  ,Men ,55 years and over,26.42,
2023,Prince Edward Island,Wholesale and retail trade  ,Women ,55 years and over,19.08,
2023,Quebec,Accommodation and food services  ,Men ,15 to 24 years,17.4,
2023,Quebec,Accommodation and food services  ,Women ,15 to 24 years,18.1,
2023,Quebec,Agriculture  ,Men ,15 to 24 years,17.14,
2023,Quebec,Agriculture  ,Women ,15 to 24 years,,
2023,Quebec,"Business, building and other support services  ",Men ,15 to 24 years,19.54,
2023,Quebec,"Business, building and other support services  ",Women ,15 to 24 years,21.19,
2023,Quebec,Construction  ,Men ,15 to 24 years,27.7,
2023,Quebec,Construction  ,Women ,15 to 24 years,22.58,
2023,Quebec,Educational services  ,Men ,15 to 24 years,23.49,
2023,Quebec,Educational services  ,Women ,15 to 24 years,24.91,
2023,Quebec,"Finance, insurance, real estate, rental and leasing  ",Men ,15 to 24 years,27.21,
2023,Quebec,"Finance, insurance, real estate, rental and leasing  ",Women ,15 to 24 years,23.99,
2023,Quebec,"Forestry, fishing, mining, quarrying, oil and gas  ",Men ,15 to 24 years,30.23,
2023,Quebec,"Forestry, fishing, mining, quarrying, oil and gas  ",Women ,15 to 24 years,,
2023,Quebec,Health care and social assistance  ,Men ,15 to 24 years,22.91,
2023,Quebec,Health care and social assistance  ,Women ,15 to 24 years,22.37,
2023,Quebec,"Information, culture and recreation  ",Men ,15 to 24 years,19.06,
2023,Quebec,"Information, culture and recreation  ",Women ,15 to 24 years,18.55,
2023,Quebec,Manufacturing  ,Men ,15 to 24 years,22.38,
2023,Quebec,Manufacturing  ,Women ,15 to 24 years,22.17,
2023,Quebec,Other services (except public administration)  ,Men ,15 to 24 years,21,
2023,Quebec,Other services (except public administration)  ,Women ,15 to 24 years,19.65,
2023,Quebec,"Professional, scientific and technical services  ",Men ,15 to 24 years,25.37,
2023,Quebec,"Professional, scientific and technical services  ",Women ,15 to 24 years,23.99,
2023,Quebec,Public administration  ,Men ,15 to 24 years,23.14,
2023,Quebec,Public administration  ,Women ,15 to 24 years,26.55,
2023,Quebec,Transportation and warehousing  ,Men ,15 to 24 years,21.52,
2023,Quebec,Transportation and warehousing  ,Women ,15 to 24 years,20.26,
2023,Quebec,Utilities  ,Men ,15 to 24 years,,
2023,Quebec,Utilities  ,Women ,15 to 24 years,,
2023,Quebec,Wholesale and retail trade  ,Men ,15 to 24 years,17.33,
2023,Quebec,Wholesale and retail trade  ,Women ,15 to 24 years,16.62,
2023,Quebec,Accommodation and food services  ,Men ,25 to 54 years,24.64,
2023,Quebec,Accommodation and food services  ,Women ,25 to 54 years,21.72,
2023,Quebec,Agriculture  ,Men ,25 to 54 years,22.67,
2023,Quebec,Agriculture  ,Women ,25 to 54 years,21.91,
2023,Quebec,"Business, building and other support services  ",Men ,25 to 54 years,27.54,
2023,Quebec,"Business, building and other support services  ",Women ,25 to 54 years,25.72,
2023,Quebec,Construction  ,Men ,25 to 54 years,37.84,
2023,Quebec,Construction  ,Women ,25 to 54 years,33.34,
2023,Quebec,Educational services  ,Men ,25 to 54 years,40.36,
2023,Quebec,Educational services  ,Women ,25 to 54 years,39.34,
2023,Quebec,"Finance, insurance, real estate, rental and leasing  ",Men ,25 to 54 years,44.98,
2023,Quebec,"Finance, insurance, real estate, rental and leasing  ",Women ,25 to 54 years,37.91,
2023,Quebec,"Forestry, fishing, mining, quarrying, oil and gas  ",Men ,25 to 54 years,42.91,
2023,Quebec,"Forestry, fishing, mining, quarrying, oil and gas  ",Women ,25 to 54 years,47.99,
2023,Quebec,Health care and social assistance  ,Men ,25 to 54 years,31.53,
2023,Quebec,Health care and social assistance  ,Women ,25 to 54 years,31.8,
2023,Quebec,"Information, culture and recreation  ",Men ,25 to 54 years,36.53,
2023,Quebec,"Information, culture and recreation  ",Women ,25 to 54 years,33.47,
2023,Quebec,Manufacturing  ,Men ,25 to 54 years,34.96,
2023,Quebec,Manufacturing  ,Women ,25 to 54 years,30.83,
2023,Quebec,Other services (except public administration)  ,Men ,25 to 54 years,30.51,
2023,Quebec,Other services (except public administration)  ,Women ,25 to 54 years,28.92,
2023,Quebec,"Professional, scientific and technical services  ",Men ,25 to 54 years,46.14,
2023,Quebec,"Professional, scientific and technical services  ",Women ,25 to 54 years,35.3,
2023,Quebec,Public administration  ,Men ,25 to 54 years,43.18,
2023,Quebec,Public administration  ,Women ,25 to 54 years,41.47,
2023,Quebec,Transportation and warehousing  ,Men ,25 to 54 years,31.47,
2023,Quebec,Transportation and warehousing  ,Women ,25 to 54 years,32.39,
2023,Quebec,Utilities  ,Men ,25 to 54 years,51.38,
2023,Quebec,Utilities  ,Women ,25 to 54 years,52.34,
2023,Quebec,Wholesale and retail trade  ,Men ,25 to 54 years,31.21,
2023,Quebec,Wholesale and retail trade  ,Women ,25 to 54 years,27.36,
2023,Quebec,Accommodation and food services  ,Men ,55 years and over,23.66,
2023,Quebec,Accommodation and food services  ,Women ,55 years and over,20.38,
2023,Quebec,Agriculture  ,Men ,55 years and over,21.94,
2023,Quebec,Agriculture  ,Women ,55 years and over,21.58,
2023,Quebec,"Business, building and other support services  ",Men ,55 years and over,26.51,
2023,Quebec,"Business, building and other support services  ",Women ,55 years and over,22.98,
2023,Quebec,Construction  ,Men ,55 years and over,35.71,
2023,Quebec,Construction  ,Women ,55 years and over,28.74,
2023,Quebec,Educational services  ,Men ,55 years and over,44.85,
2023,Quebec,Educational services  ,Women ,55 years and over,39.26,
2023,Quebec,"Finance, insurance, real estate, rental and leasing  ",Men ,55 years and over,38.23,
2023,Quebec,"Finance, insurance, real estate, rental and leasing  ",Women ,55 years and over,38.08,
2023,Quebec,"Forestry, fishing, mining, quarrying, oil and gas  ",Men ,55 years and over,41,
2023,Quebec,"Forestry, fishing, mining, quarrying, oil and gas  ",Women ,55 years and over,,
2023,Quebec,Health care and social assistance  ,Men ,55 years and over,30.28,
2023,Quebec,Health care and social assistance  ,Women ,55 years and over,28.29,
2023,Quebec,"Information, culture and recreation  ",Men ,55 years and over,35.78,
2023,Quebec,"Information, culture and recreation  ",Women ,55 years and over,29.33,
2023,Quebec,Manufacturing  ,Men ,55 years and over,36.07,
2023,Quebec,Manufacturing  ,Women ,55 years and over,28.1,
2023,Quebec,Other services (except public administration)  ,Men ,55 years and over,33.32,
2023,Quebec,Other services (except public administration)  ,Women ,55 years and over,25.19,
2023,Quebec,"Professional, scientific and technical services  ",Men ,55 years and over,48.05,
2023,Quebec,"Professional, scientific and technical services  ",Women ,55 years and over,38.9,
2023,Quebec,Public administration  ,Men ,55 years and over,44.43,
2023,Quebec,Public administration  ,Women ,55 years and over,38.28,
2023,Quebec,Transportation and warehousing  ,Men ,55 years and over,28.53,
2023,Quebec,Transportation and warehousing  ,Women ,55 years and over,27.84,
2023,Quebec,Utilities  ,Men ,55 years and over,56.42,
2023,Quebec,Utilities  ,Women ,55 years and over,,
2023,Quebec,Wholesale and retail trade  ,Men ,55 years and over,28.14,
2023,Quebec,Wholesale and retail trade  ,Women ,55 years and over,23.7,
2023,Saskatchewan,Accommodation and food services  ,Men ,15 to 24 years,14.84,
2023,Saskatchewan,Accommodation and food services  ,Women ,15 to 24 years,15.2,
2023,Saskatchewan,Agriculture  ,Men ,15 to 24 years,22.57,
2023,Saskatchewan,Agriculture  ,Women ,15 to 24 years,,
2023,Saskatchewan,"Business, building and other support services  ",Men ,15 to 24 years,18.65,
2023,Saskatchewan,"Business, building and other support services  ",Women ,15 to 24 years,18.88,
2023,Saskatchewan,Construction  ,Men ,15 to 24 years,21.81,
2023,Saskatchewan,Construction  ,Women ,15 to 24 years,,
2023,Saskatchewan,Educational services  ,Men ,15 to 24 years,19.84,
2023,Saskatchewan,Educational services  ,Women ,15 to 24 years,23.21,
2023,Saskatchewan,"Finance, insurance, real estate, rental and leasing  ",Men ,15 to 24 years,22.73,
